KR1a0126	0022
KR1a0128	0003
KR1a0129	0010
KR1a0130	0051
KR1a0131	0034
KR1a0132	0013
KR1a0133	0041
KR1a0134	0041
KR1a0135	0073
KR1a0136	0160
KR1a0137	0004
KR1a0138	0043
KR1a0139	0725
KR1a0140	0028
KR1a0142	0056
KR1a0143	0073
KR1a0144	0017
KR1a0148	0033
KR1a0150	0095
KR1a0151	0090
KR1a0153	0052
KR1a0154	0048
KR1a0156	0006
KR1a0157	0012
KR1a0158	0002
KR1a0162	0018
KR1a0166	0004
KR1a0168	0001
KR1b0001	0036
KR1b0002	0058
KR1b0003	0141
KR1b0004	0206
KR1b0005	0004
KR1b0006	0062
KR1b0007	0582
KR1b0010	0153
KR1b0011	0098
KR1b0012	0003
KR1b0013	0133
KR1b0014	0097
KR1b0015	0012
KR1b0016	0195
KR1b0017	0061
KR1b0018	0246
KR1b0019	0158
KR1b0020	0041
KR1b0021	0001
KR1b0023	0026
KR1b0024	0028
KR1b0025	0013
KR1b0026	0034
KR1b0027	0130
KR1b0028	0001
KR1b0029	0163
KR1b0030	0018
KR1b0031	0031
KR1b0032	0032
KR1b0033	0017
KR1b0034	0125
KR1b0035	0029
KR1b0036	0069
KR1b0037	0167
KR1b0038	0070
KR1b0039	0018
KR1b0040	0117
KR1b0041	0005
KR1b0042	0004
KR1b0043	0027
KR1b0044	0022
KR1b0045	0046
KR1b0046	0158
KR1b0047	0006
KR1b0048	0117
KR1b0050	0002
KR1b0051	0040
KR1b0054	0047
KR1b0055	0021
KR1b0056	0024
KR1b0059	0009
KR1b0060	0057
KR1c0001	0025
KR1c0002	0062
KR1c0003	0011
KR1c0004	0266
KR1c0006	0013
KR1c0007	0005
KR1c0008	0024
KR1c0009	0060
KR1c0010	0079
KR1c0011	0014
KR1c0012	0553
KR1c0013	0120
KR1c0014	0068
KR1c0015	0064
KR1c0016	0087
KR1c0017	0159
KR1c0019	0023
KR1c0020	0060
KR1c0021	0103
KR1c0022	0144
KR1c0023	0119
KR1c0024	0129
KR1c0025	0010
KR1c0026	0014
KR1c0027	0032
KR1c0028	0211
KR1c0029	0017
KR1c0030	0158
KR1c0031	0013
KR1c0032	0045
KR1c0033	0037
KR1c0034	0014
KR1c0035	0208
KR1c0036	0082
KR1c0037	0015
KR1c0038	0012
KR1c0039	0035
KR1c0040	0073
KR1c0041	0443
KR1c0042	0098
KR1c0043	0040
KR1c0044	0305
KR1c0045	0131
KR1c0046	0070
KR1c0047	0013
KR1c0048	0054
KR1c0049	0031
KR1c0050	0070
KR1c0053	0010
KR1c0054	0003
KR1c0055	0021
KR1c0056	0030
KR1c0057	0003
KR1c0058	0002
KR1c0059	0159
KR1c0060	0010
KR1c0061	0037
KR1c0062	0023
KR1c0063	0031
KR1c0064	0057
KR1c0065	0056
KR1c0066	0126
KR1d0001	0004
KR1d0002	0028
KR1d0003	0112
KR1d0004	0026
KR1d0005	0169
KR1d0007	0041
KR1d0008	0015
KR1d0009	0042
KR1d0010	0174
KR1d0011	0005
KR1d0012	0014
KR1d0013	0113
KR1d0014	0020
KR1d0016	0115
KR1d0017	0130
KR1d0019	0041
KR1d0020	0018
KR1d0021	0014
KR1d0022	0062
KR1d0023	0002
KR1d0024	0004
KR1d0026	0027
KR1d0027	0035
KR1d0028	0078
KR1d0029	0004
KR1d0030	0035
KR1d0033	0032
KR1d0034	0014
KR1d0035	0026
KR1d0036	0034
KR1d0038	0035
KR1d0039	0010
KR1d0040	0025
KR1d0041	0017
KR1d0042	0008
KR1d0044	0014
KR1d0045	0004
KR1d0046	0013
KR1d0048	0002
KR1d0049	0186
KR1d0050	0005
KR1d0051	0508
KR1d0052	0273
KR1d0053	0656
KR1d0054	0289
KR1d0055	0053
KR1d0056	0001
KR1d0057	2349
KR1d0058	0835
KR1d0059	0359
KR1d0060	0651
KR1d0061	0042
KR1d0062	0005
KR1d0063	0055
KR1d0064	0045
KR1d0065	0124
KR1d0066	0155
KR1d0067	0480
KR1d0068	0750
KR1d0070	0073
KR1d0071	0309
KR1d0072	0091
KR1d0073	0004
KR1d0074	0006
KR1d0076	0234
KR1d0078	0005
KR1d0079	0006
KR1d0080	0006
KR1d0081	0015
KR1d0083	0013
KR1d0084	0097
KR1d0086	0886
KR1d0087	0894
KR1d0088	0014
KR1d0089	0005
KR1d0090	0010
KR1d0091	0028
KR1d0092	0002
KR1e0001	0091
KR1e0002	0083
KR1e0003	0410
KR1e0004	0301
KR1e0006	0243
KR1e0007	0119
KR1e0008	0020
KR1e0009	0031
KR1e0010	0074
KR1e0012	0021
KR1e0013	0025
KR1e0014	0035
KR1e0015	0008
KR1e0018	0055
KR1e0019	0023
KR1e0021	0042
KR1e0022	0096
KR1e0023	0188
KR1e0025	0108
KR1e0026	0057
KR1e0027	0039
KR1e0028	0032
KR1e0029	0001
KR1e0030	0003
KR1e0031	0081
KR1e0032	0153
KR1e0033	0193
KR1e0035	0349
KR1e0036	0302
KR1e0037	0147
KR1e0038	0048
KR1e0039	0069
KR1e0040	0029
KR1e0041	0105
KR1e0042	0021
KR1e0043	0090
KR1e0044	0051
KR1e0045	0247
KR1e0046	0041
KR1e0047	0421
KR1e0048	0269
KR1e0049	0010
KR1e0050	0071
KR1e0051	0108
KR1e0052	0151
KR1e0054	0096
KR1e0055	0058
KR1e0056	0394
KR1e0057	0100
KR1e0058	0014
KR1e0059	0022
KR1e0060	0295
KR1e0061	0047
KR1e0062	0109
KR1e0063	0045
KR1e0064	0389
KR1e0065	0327
KR1e0066	0086
KR1e0067	0036
KR1e0068	0026
KR1e0069	0002
KR1e0070	0040
KR1e0071	0557
KR1e0072	0035
KR1e0073	0029
KR1e0074	0659
KR1e0075	0005
KR1e0076	0300
KR1e0077	0010
KR1e0078	0013
KR1e0079	0050
KR1e0080	0030
KR1e0081	0221
KR1e0082	0004
KR1e0083	0072
KR1e0084	0098
KR1e0085	0003
KR1e0087	0015
KR1e0088	0012
KR1e0089	0169
KR1e0090	0019
KR1e0091	0025
KR1e0092	0138
KR1e0093	0152
KR1e0094	0561
KR1e0095	0031
KR1e0096	0007
KR1e0097	0003
KR1e0098	0003
KR1e0099	0047
KR1e0100	0020
KR1e0101	0105
KR1e0102	0016
KR1e0103	0001
KR1e0105	0004
KR1e0106	0008
KR1e0108	0044
KR1e0109	0039
KR1e0110	0011
KR1e0112	0005
KR1e0113	0064
KR1e0114	0049
KR1e0116	0009
KR1e0119	0015
KR1e0120	0013
KR1e0121	0004
KR1e0122	0110
KR1f0001	0009
KR1f0002	0013
KR1f0003	0030
KR1f0004	0093
KR1f0005	0037
KR1f0006	0008
KR1f0007	0024
KR1f0008	0014
KR1f0009	0008
KR1f0010	0228
KR1f0011	0013
KR1f0012	0007
KR1f0013	0009
KR1g0001	0009
KR1g0002	0003
KR1g0003	0097
KR1g0004	0290
KR1g0005	0316
KR1g0006	0003
KR1g0007	0006
KR1g0008	0002
KR1g0009	2616
KR1g0010	0108
KR1g0011	0051
KR1g0012	0002
KR1g0013	0015
KR1g0014	0127
KR1g0015	0041
KR1g0017	0020
KR1g0018	0118
KR1h0001	0095
KR1h0002	0187
KR1h0003	0532
KR1h0004	2577
KR1h0005	1865
KR1h0006	3958
KR1h0007	4878
KR1h0008	0331
KR1h0010	0128
KR1h0011	0024
KR1h0012	3328
KR1h0013	0383
KR1h0014	0131
KR1h0015	2876
KR1h0016	0439
KR1h0017	5777
KR1h0019	2160
KR1h0020	2394
KR1h0021	2831
KR1h0022	0247
KR1h0023	0123
KR1h0024	3392
KR1h0025	0219
KR1h0026	2943
KR1h0027	0065
KR1h0028	3389
KR1h0029	0019
KR1h0030	0330
KR1h0031	0484
KR1h0032	1113
KR1h0033	0206
KR1h0034	3724
KR1h0035	0139
KR1h0036	0432
KR1h0037	0467
KR1h0038	2832
KR1h0039	3053
KR1h0040	0303
KR1h0041	0072
KR1h0042	0027
KR1h0043	4812
KR1h0054	0340
KR1h0056	0093
KR1j0002	0004
KR1j0003	0039
KR1j0004	0051
KR1j0005	0004
KR1j0006	0002
KR1j0007	0001
KR1j0008	0001
KR1j0009	0017
KR1j0010	0009
KR1j0011	0037
KR1j0012	0021
KR1j0014	0007
KR1j0016	0009
KR1j0017	0003
KR1j0018	0014
KR1j0019	0087
KR1j0022	0025
KR1j0024	0001
KR1j0025	0001
KR1j0029	0028
KR1j0032	0010
KR1j0038	0001
KR1j0046	0004
KR1j0047	0001
KR1j0054	0007
KR1j0056	0006
KR1j0060	0037
KR1j0065	0223
KR1j0070	0003
KR1j0076	0047
KR2a0001	0553
KR2a0002	0538
KR2a0003	0035
KR2a0004	0510
KR2a0005	0005
KR2a0006	0009
KR2a0007	0717
KR2a0008	0048
KR2a0009	0677
KR2a0011	0006
KR2a0016	0091
KR2a0017	0037
KR2a0018	0054
KR2a0019	0027
KR2a0020	0179
KR2a0022	0061
KR2a0024	0095
KR2a0028	0002
KR2a0029	0050
KR2a0033	0010
KR2a0034	0005
KR2a0035	0085
KR2a0036	0069
KR2b0001	0001
KR2b0002	0009
KR2b0003	0413
KR2b0004	0142
KR2b0005	0016
KR2b0006	0004
KR2b0007	0729
KR2b0008	0010
KR2b0011	0010
KR2b0012	0003
KR2b0014	0018
KR2b0015	0043
KR2b0016	0012
KR2b0017	1166
KR2b0018	0026
KR2b0019	0554
KR2b0020	0092
KR2b0021	0009
KR2b0024	0178
KR2b0025	0055
KR2b0026	0006
KR2b0027	0005
KR2b0028	0155
KR2b0029	0020
KR2b0030	0015
KR2b0031	0011
KR2b0032	0211
KR2b0034	0071
KR2b0035	0091
KR2b0036	0039
KR2b0037	0262
KR2b0038	0037
KR2b0039	0013
KR2b0040	0181
KR2c0001	0225
KR2c0002	0016
KR2c0003	0079
KR2c0004	0177
KR2c0005	0004
KR2c0007	0080
KR2c0008	0010
KR2c0009	0002
KR2c0010	0013
KR2c0011	0021
KR2c0012	0011
KR2c0015	0002
KR2c0017	0011
KR2c0018	0007
KR2c0019	0001
KR2c0020	0031
KR2c0021	1799
KR2c0022	0167
KR2d0001	0020
KR2d0002	0034
KR2d0003	0028
KR2d0004	0012
KR2d0005	0945
KR2d0006	1396
KR2d0007	0110
KR2d0008	0261
KR2d0010	0004
KR2d0011	0010
KR2d0012	0057
KR2d0015	0182
KR2d0016	0009
KR2d0017	0054
KR2d0018	0002
KR2d0019	0002
KR2d0022	0030
KR2d0023	0450
KR2d0024	0416
KR2e0001	0126
KR2e0002	0003
KR2e0003	0030
KR2e0004	0046
KR2e0005	0055
KR2e0006	0340
KR2e0007	0005
KR2e0008	0001
KR2e0009	0003
KR2e0010	0003
KR2e0012	0001
KR2e0013	0006
KR2e0014	0081
KR2e0015	0005
KR2e0016	0006
KR2e0017	0004
KR2e0019	0001
KR2e0020	0069
KR2f0001	0007
KR2f0002	0008
KR2f0003	0005
KR2f0005	0023
KR2f0006	0050
KR2f0008	0125
KR2f0009	0138
KR2f0010	0124
KR2f0013	0007
KR2f0014	0014
KR2f0015	0003
KR2f0017	0012
KR2f0018	0034
KR2f0019	0008
KR2f0020	0017
KR2f0021	0017
KR2f0022	0016
KR2f0023	0019
KR2f0024	0004
KR2f0025	0011
KR2f0026	0012
KR2f0027	0007
KR2f0028	0011
KR2f0029	0016
KR2f0031	0001
KR2f0033	0001
KR2f0035	0008
KR2f0036	0004
KR2f0037	0082
KR2f0038	0550
KR2f0039	2534
KR2f0040	0129
KR2f0041	0066
KR2g0001	0982
KR2g0002	0009
KR2g0003	0025
KR2g0004	0014
KR2g0005	0002
KR2g0006	0014
KR2g0009	0005
KR2g0011	0010
KR2g0012	0024
KR2g0013	0007
KR2g0014	0017
KR2g0017	0055
KR2g0018	0042
KR2g0020	0087
KR2g0021	0008
KR2g0023	0050
KR2g0024	0115
KR2g0025	0085
KR2g0026	0001
KR2g0028	0005
KR2g0029	0008
KR2g0030	0002
KR2g0031	0050
KR2g0032	0014
KR2g0033	0019
KR2g0034	0004
KR2g0035	0037
KR2g0036	0040
KR2g0037	0006
KR2g0038	0041
KR2g0039	0023
KR2g0040	0002
KR2g0041	0011
KR2g0042	0002
KR2g0043	0004
KR2g0046	0675
KR2g0047	0018
KR2g0048	0018
KR2g0050	0173
KR2g0051	0177
KR2g0052	0157
KR2g0056	0002
KR2g0059	0001
KR2h0001	0010
KR2h0002	0103
KR2i0001	0009
KR2i0002	0026
KR2i0003	0010
KR2i0005	0063
KR2i0006	0004
KR2i0008	0001
KR2i0009	0006
KR2i0011	0001
KR2i0013	0001
KR2i0017	0042
KR2i0018	0008
KR2i0019	0003
KR2i0020	0013
KR2i0021	0037
KR2i0022	0010
KR2i0023	0001
KR2j0002	0049
KR2k0003	0003
KR2k0005	0001
KR2k0007	0037
KR2k0008	0132
KR2k0009	0095
KR2k0010	0013
KR2k0011	0001
KR2k0012	0004
KR2k0013	0030
KR2k0014	0004
KR2k0015	0002
KR2k0016	0006
KR2k0017	0010
KR2k0019	0002
KR2k0020	0002
KR2k0021	0122
KR2k0022	0082
KR2k0023	0019
KR2k0024	0014
KR2k0025	0041
KR2k0026	0005
KR2k0027	0017
KR2k0028	0016
KR2k0029	0062
KR2k0030	0006
KR2k0031	0001
KR2k0032	0001
KR2k0033	0001
KR2k0034	0021
KR2k0035	0024
KR2k0036	0070
KR2k0037	0087
KR2k0038	0003
KR2k0039	0002
KR2k0040	0051
KR2k0042	0096
KR2k0044	0150
KR2k0045	0283
KR2k0046	0128
KR2k0047	0151
KR2k0048	0420
KR2k0049	0407
KR2k0050	0183
KR2k0051	0016
KR2k0052	0218
KR2k0053	0076
KR2k0055	0045
KR2k0056	0028
KR2k0057	0007
KR2k0058	0020
KR2k0059	0011
KR2k0064	0001
KR2k0065	0012
KR2k0066	0010
KR2k0067	0003
KR2k0069	0011
KR2k0070	0013
KR2k0071	0034
KR2k0072	0001
KR2k0074	0001
KR2k0075	0004
KR2k0078	0016
KR2k0080	0013
KR2k0081	0013
KR2k0088	0007
KR2k0089	0004
KR2k0090	0008
KR2k0094	0002
KR2k0095	0008
KR2k0096	0002
KR2k0097	0029
KR2k0098	0008
KR2k0099	0001
KR2k0100	0001
KR2k0101	0001
KR2k0102	0001
KR2k0103	0006
KR2k0112	0001
KR2k0113	0014
KR2k0114	0004
KR2k0116	0005
KR2k0118	0003
KR2k0119	0001
KR2k0120	0001
KR2k0122	0001
KR2k0123	0002
KR2k0126	0051
KR2k0128	0005
KR2k0131	0001
KR2k0132	0001
KR2k0134	0001
KR2k0135	0005
KR2k0137	0008
KR2k0138	0005
KR2k0139	0001
KR2k0142	0001
KR2k0145	0005
KR2k0147	0001
KR2l0001	0007
KR2l0002	0001
KR2l0003	0001
KR2l0004	0003
KR2l0007	0066
KR2l0009	0009
KR2l0010	0076
KR2l0011	0003
KR2l0013	0004
KR2l0014	0033
KR2l0015	0012
KR2l0016	0001
KR2l0018	0025
KR2l0019	0003
KR2l0020	0006
KR2l0021	0021
KR2l0022	0001
KR2m0001	0274
KR2m0002	0129
KR2m0003	0003
KR2m0004	0016
KR2m0005	0021
KR2m0006	0041
KR2m0007	0060
KR2m0008	0002
KR2m0009	0597
KR2m0010	0008
KR2m0011	0004
KR2m0012	0002
KR2m0013	0024
KR2m0014	0081
KR2m0015	0090
KR2m0016	0074
KR2m0017	0012
KR2m0018	0016
KR2m0019	0018
KR2m0021	0001
KR2m0022	0067
KR2m0023	0005
KR2m0025	0013
KR2m0027	0002
KR2m0028	0014
KR2m0029	0058
KR2m0030	0050
KR2m0031	0052
KR2m0032	0002
KR2m0033	0030
KR2m0034	0027
KR2m0035	0003
KR2m0037	0020
KR2m0039	0012
KR2m0040	0034
KR2m0041	0001
KR2m0042	0001
KR2m0043	0001
KR2m0044	0016
KR2m0046	0028
KR2m0048	0022
KR2m0049	0032
KR2m0050	0004
KR2m0051	0001
KR2m0052	0001
KR2m0053	0030
KR2m0054	0009
KR2m0055	0004
KR2m0056	0002
KR2n0001	0003
KR2n0002	0013
KR2n0004	0003
KR2n0005	0008
KR2n0006	0018
KR2n0008	0010
KR2n0009	0002
KR2n0010	0002
KR2n0011	0955
KR2n0012	0007
KR2n0013	0010
KR2n0016	0004
KR2n0017	0065
KR2n0018	0005
KR2n0019	0002
KR2n0022	0002
KR2n0023	0005
KR2n0024	0003
KR2n0025	0002
KR2n0028	0005
KR2n0029	0026
KR2n0030	0028
KR2n0034	0002
KR2n0037	0020
KR2n0038	0059
KR2n0039	0100
KR2n0040	0012
KR2n0041	0006
KR2n0042	0011
KR2n0043	0001
KR2n0044	0003
KR2n0045	0002
KR2n0047	0004
KR2o0001	0092
KR2o0002	0099
KR2o0003	0167
KR2o0004	0008
KR2o0005	0002
KR2o0007	0009
KR2o0008	0026
KR2o0009	0004
KR2o0010	0013
KR2o0011	0057
KR2o0012	0081
KR2o0013	0001
KR2o0014	0082
KR2o0015	0655
KR2o0016	0026
KR2o0017	0050
KR2o0018	0057
KR2o0019	0003
KR2o0020	0606
KR2o0021	0417
KR2o0022	0488
KR2o0023	0017
KR2p0024	0002
KR3a0001	0541
KR3a0002	0196
KR3a0003	0078
KR3a0004	0024
KR3a0005	0023
KR3a0006	0300
KR3a0007	0449
KR3a0008	0074
KR3a0009	0191
KR3a0010	0049
KR3a0011	0038
KR3a0012	0053
KR3a0013	0011
KR3a0014	0164
KR3a0015	0019
KR3a0016	0065
KR3a0017	0006
KR3a0018	0005
KR3a0019	0039
KR3a0020	0052
KR3a0021	0043
KR3a0022	0027
KR3a0023	0005
KR3a0025	0037
KR3a0026	0207
KR3a0027	0072
KR3a0028	0102
KR3a0029	0207
KR3a0030	0695
KR3a0031	0240
KR3a0032	0059
KR3a0033	0021
KR3a0034	0061
KR3a0035	0012
KR3a0036	0005
KR3a0037	0021
KR3a0038	0007
KR3a0039	0053
KR3a0040	0019
KR3a0041	0080
KR3a0042	0197
KR3a0043	0343
KR3a0045	0032
KR3a0046	0242
KR3a0047	4085
KR3a0048	0091
KR3a0049	0066
KR3a0050	0165
KR3a0051	0046
KR3a0052	0262
KR3a0053	0088
KR3a0054	0031
KR3a0055	0032
KR3a0056	0323
KR3a0057	0178
KR3a0058	0443
KR3a0059	3394
KR3a0060	0038
KR3a0061	0205
KR3a0062	0084
KR3a0063	0698
KR3a0064	0687
KR3a0066	0076
KR3a0067	0145
KR3a0068	0009
KR3a0069	0115
KR3a0070	0033
KR3a0071	0001
KR3a0072	0023
KR3a0073	0053
KR3a0074	0016
KR3a0075	0030
KR3a0076	0009
KR3a0077	0023
KR3a0078	0856
KR3a0079	0267
KR3a0080	0834
KR3a0081	0069
KR3a0082	0015
KR3a0083	0051
KR3a0084	0062
KR3a0085	0035
KR3a0086	0082
KR3a0087	0461
KR3a0089	0025
KR3a0090	0085
KR3a0091	0158
KR3a0092	0028
KR3a0093	0363
KR3a0094	0721
KR3a0095	0006
KR3a0096	0018
KR3a0099	0175
KR3a0100	0002
KR3a0101	0038
KR3a0102	0004
KR3a0103	0055
KR3a0104	0024
KR3a0105	0936
KR3a0106	0034
KR3a0107	0151
KR3a0108	2003
KR3a0109	0074
KR3a0110	0230
KR3a0111	0170
KR3a0112	0028
KR3a0113	0027
KR3a0114	0475
KR3a0115	0052
KR3a0116	0037
KR3a0117	0019
KR3a0118	0045
KR3b0002	0002
KR3b0003	0002
KR3b0004	0001
KR3b0006	0001
KR3b0008	0005
KR3b0009	0003
KR3b0010	0002
KR3b0011	0016
KR3b0012	0027
KR3b0013	0001
KR3b0014	0001
KR3b0015	0002
KR3b0016	0015
KR3b0017	0005
KR3b0018	0007
KR3b0019	0002
KR3c0001	0071
KR3c0002	0086
KR3c0003	0001
KR3c0004	0009
KR3c0005	0077
KR3c0007	0013
KR3d0001	0007
KR3d0002	0015
KR3d0003	0005
KR3d0005	0015
KR3d0006	0001
KR3d0007	0023
KR3d0008	0001
KR3d0010	0017
KR3e0001	0022
KR3e0002	0008
KR3e0003	0001
KR3e0004	0003
KR3e0005	0004
KR3e0008	0005
KR3e0011	0002
KR3e0013	0006
KR3e0014	0001
KR3e0015	0004
KR3e0016	0001
KR3e0017	0001
KR3e0020	0002
KR3e0021	0008
KR3e0027	0003
KR3e0028	0006
KR3e0029	0005
KR3e0031	0001
KR3e0034	0001
KR3e0035	0001
KR3e0036	0008
KR3e0037	0006
KR3e0038	0002
KR3e0039	0008
KR3e0040	0003
KR3e0041	0007
KR3e0042	0001
KR3e0043	0001
KR3e0047	0006
KR3e0050	0007
KR3e0051	0015
KR3e0052	0002
KR3e0053	0001
KR3e0055	0005
KR3e0056	0006
KR3e0059	0005
KR3e0060	0003
KR3e0061	0001
KR3e0065	0004
KR3e0066	0001
KR3e0067	0080
KR3e0068	0011
KR3e0069	0003
KR3e0070	0004
KR3e0071	0003
KR3e0072	0004
KR3e0073	0001
KR3e0074	0001
KR3e0075	0011
KR3e0076	0010
KR3e0077	0009
KR3e0078	0033
KR3e0079	0020
KR3e0082	0016
KR3e0083	0001
KR3e0084	0006
KR3e0086	0045
KR3e0087	0002
KR3e0089	0013
KR3e0090	0018
KR3e0091	0008
KR3e0095	0004
KR3e0096	0012
KR3e0097	0001
KR3e0100	0007
KR3f0003	0006
KR3f0005	0003
KR3f0008	0042
KR3f0013	0009
KR3f0017	0003
KR3f0021	0001
KR3f0023	0001
KR3f0026	0024
KR3f0028	0005
KR3f0030	0005
KR3f0032	0001
KR3f0034	0005
KR3f0037	0013
KR3f0044	0001
KR3f0048	0001
KR3f0050	0004
KR3g0001	0053
KR3g0003	0032
KR3g0005	0001
KR3g0006	0072
KR3g0007	0001
KR3g0012	0004
KR3g0013	0051
KR3g0015	0005
KR3g0016	0006
KR3g0018	0020
KR3g0025	0001
KR3g0026	0001
KR3g0027	0002
KR3g0028	0008
KR3g0029	0014
KR3g0030	0009
KR3g0031	0006
KR3g0032	0012
KR3g0033	0001
KR3g0035	0002
KR3g0036	0011
KR3g0037	0006
KR3g0038	0006
KR3g0039	0002
KR3g0041	0015
KR3g0042	0040
KR3g0043	0002
KR3g0044	0002
KR3g0045	0006
KR3g0046	0004
KR3g0047	0004
KR3g0048	0001
KR3g0051	0005
KR3h0001	0001
KR3h0005	0001
KR3h0006	0028
KR3h0007	0007
KR3h0008	0043
KR3h0009	0007
KR3h0010	0002
KR3h0011	0003
KR3h0014	0001
KR3h0015	0004
KR3h0016	0001
KR3h0017	0013
KR3h0018	0005
KR3h0019	0070
KR3h0020	0002
KR3h0022	0001
KR3h0025	0007
KR3h0026	0001
KR3h0027	0002
KR3h0028	0015
KR3h0029	0001
KR3h0030	0005
KR3h0031	0002
KR3h0032	0021
KR3h0033	0038
KR3h0034	0015
KR3h0035	0001
KR3h0037	0003
KR3h0039	0002
KR3h0040	0001
KR3h0044	0020
KR3h0045	0053
KR3h0046	0004
KR3h0047	0003
KR3h0048	0003
KR3h0049	0006
KR3h0050	0008
KR3h0051	0009
KR3h0052	0003
KR3h0053	0007
KR3h0055	0031
KR3h0056	0005
KR3h0060	0045
KR3h0061	0134
KR3h0062	0006
KR3h0063	0045
KR3h0064	0005
KR3h0065	0002
KR3h0066	0015
KR3h0067	0004
KR3h0068	0133
KR3h0069	0003
KR3h0087	0018
KR3i0002	0009
KR3i0009	0004
KR3i0011	0001
KR3i0017	0001
KR3i0018	0001
KR3i0024	0007
KR3i0026	0001
KR3i0030	0001
KR3i0034	0002
KR3i0035	0007
KR3i0043	0001
KR3i0044	0078
KR3i0048	0001
KR3i0050	0001
KR3j0001	0008
KR3j0002	0041
KR3j0003	0008
KR3j0004	0005
KR3j0005	0007
KR3j0006	0028
KR3j0007	0004
KR3j0008	0007
KR3j0009	0267
KR3j0010	0058
KR3j0011	0024
KR3j0012	0020
KR3j0013	0021
KR3j0014	0020
KR3j0015	0123
KR3j0016	0011
KR3j0017	0003
KR3j0018	0022
KR3j0019	0007
KR3j0020	0083
KR3j0021	0782
KR3j0022	0040
KR3j0023	0097
KR3j0024	0002
KR3j0025	0001
KR3j0026	0002
KR3j0027	0005
KR3j0028	0002
KR3j0029	0035
KR3j0030	0001
KR3j0031	0014
KR3j0032	0002
KR3j0033	0007
KR3j0034	0043
KR3j0035	0002
KR3j0036	0001
KR3j0037	0102
KR3j0038	0241
KR3j0039	0075
KR3j0040	0011
KR3j0041	0007
KR3j0042	0017
KR3j0045	0051
KR3j0046	0003
KR3j0047	0012
KR3j0048	0005
KR3j0050	0055
KR3j0051	0066
KR3j0052	0052
KR3j0053	0013
KR3j0054	0001
KR3j0055	0155
KR3j0056	0044
KR3j0057	0011
KR3j0058	0001
KR3j0060	0020
KR3j0061	0004
KR3j0062	0016
KR3j0063	0013
KR3j0064	0007
KR3j0065	0020
KR3j0066	0046
KR3j0067	0012
KR3j0068	0067
KR3j0069	0015
KR3j0070	0401
KR3j0072	0024
KR3j0073	0014
KR3j0074	0018
KR3j0075	0006
KR3j0076	0368
KR3j0077	0034
KR3j0078	0005
KR3j0079	0002
KR3j0080	0773
KR3j0081	0048
KR3j0082	1137
KR3j0083	0004
KR3j0085	0004
KR3j0087	0004
KR3j0088	0006
KR3j0089	0004
KR3j0090	0015
KR3j0091	0001
KR3j0092	0007
KR3j0093	0003
KR3j0094	0019
KR3j0095	0006
KR3j0096	0051
KR3j0097	0013
KR3j0099	0015
KR3j0100	0002
KR3j0101	0005
KR3j0102	0023
KR3j0103	0004
KR3j0104	0003
KR3j0105	0005
KR3j0106	0013
KR3j0107	0007
KR3j0108	0007
KR3j0109	0004
KR3j0110	0061
KR3j0111	0010
KR3j0112	0007
KR3j0113	0022
